t,phase,ego_x,ego_y,gps_x,gps_y,err
4.940,on,0.6911,-0.3234,0.6911,-0.3234,0.0000
4.992,on,0.7084,-0.3404,0.6911,-0.3234,0.0242
5.044,on,0.7273,-0.3587,0.6911,-0.3234,0.0505
5.094,on,0.7373,-0.3684,0.6911,-0.3234,0.0644
5.146,on,0.7561,-0.3868,0.6911,-0.3234,0.0907
5.196,on,0.7660,-0.3963,0.6911,-0.3234,0.1045
5.248,on,0.7849,-0.4146,0.6911,-0.3234,0.1308
5.300,on,0.7948,-0.4241,0.6911,-0.3234,0.1445
5.350,on,0.8138,-0.4424,0.6911,-0.3234,0.1709
5.402,on,0.8236,-0.4519,0.6911,-0.3234,0.1845
5.454,on,0.8426,-0.4701,0.6911,-0.3234,0.2109
5.504,on,0.8525,-0.4795,0.6911,-0.3234,0.2245
5.556,on,0.8715,-0.4978,0.6911,-0.3234,0.2509
5.608,on,0.8906,-0.5160,0.6911,-0.3234,0.2773
5.658,on,0.9005,-0.5254,0.6911,-0.3234,0.2909
5.710,on,0.9195,-0.5437,0.6911,-0.3234,0.3173
5.760,on,0.9291,-0.5534,0.6911,-0.3234,0.3309
5.812,on,0.9477,-0.5721,0.6911,-0.3234,0.3573
5.864,on,0.9570,-0.5820,0.6911,-0.3234,0.3709
5.914,on,0.9753,-0.6010,0.8692,-0.4836,0.1583
5.966,on,0.8805,-0.4952,0.8692,-0.4836,0.0162
6.018,on,0.8991,-0.5137,0.8692,-0.4836,0.0425
6.068,on,0.9086,-0.5234,0.8692,-0.4836,0.0560
6.120,on,0.9270,-0.5423,0.8692,-0.4836,0.0823
6.172,on,0.9362,-0.5522,0.8692,-0.4836,0.0959
6.222,on,0.9543,-0.5713,0.8692,-0.4836,0.1222
6.274,on,0.9634,-0.5813,0.8692,-0.4836,0.1358
6.324,on,0.9812,-0.6007,0.8692,-0.4836,0.1621
6.376,on,0.9989,-0.6214,0.8692,-0.4836,0.1892
6.428,on,1.0076,-0.6307,0.8692,-0.4836,0.2019
6.478,on,1.0248,-0.6517,0.8692,-0.4836,0.2291
6.530,on,1.0335,-0.6611,0.8692,-0.4836,0.2418
6.582,on,1.0506,-0.6822,0.8692,-0.4836,0.2690
6.632,on,1.0592,-0.6916,0.8692,-0.4836,0.2817
6.684,on,1.0763,-0.7128,0.8692,-0.4836,0.3089
6.736,on,1.0847,-0.7223,0.8692,-0.4836,0.3216
6.786,on,1.1018,-0.7435,0.8692,-0.4836,0.3488
6.838,on,1.1102,-0.7531,0.8692,-0.4836,0.3616
6.888,on,1.1273,-0.7743,0.8692,-0.4836,0.3887
6.940,on,1.1357,-0.7840,0.9693,-0.5220,0.3104
6.992,on,1.0646,-0.6656,0.9693,-0.5220,0.1723
7.042,on,1.0811,-0.6849,0.9693,-0.5220,0.1977
7.094,on,1.0898,-0.6952,0.9693,-0.5220,0.2110
7.146,on,1.1064,-0.7147,0.9693,-0.5220,0.2366
7.196,on,1.1152,-0.7250,0.9693,-0.5220,0.2500
7.248,on,1.1320,-0.7446,0.9693,-0.5220,0.2758
7.300,on,1.1408,-0.7549,0.9693,-0.5220,0.2893
7.350,on,1.1577,-0.7745,0.9693,-0.5220,0.3151
7.402,on,1.1667,-0.7848,0.9693,-0.5220,0.3287
7.452,on,1.1838,-0.8043,0.9693,-0.5220,0.3546
7.504,on,1.1928,-0.8145,0.9693,-0.5220,0.3682
7.556,on,1.2101,-0.8340,0.9693,-0.5220,0.3942
7.606,on,1.2193,-0.8441,0.9693,-0.5220,0.4078
7.658,on,1.2368,-0.8635,0.9693,-0.5220,0.4339
7.710,on,1.2544,-0.8829,0.9693,-0.5220,0.4600
7.760,on,1.2638,-0.8928,0.9693,-0.5220,0.4736
7.812,on,1.2815,-0.9121,0.9693,-0.5220,0.4997
7.864,on,1.2911,-0.9219,0.9693,-0.5220,0.5133
7.914,on,1.3090,-0.9410,1.3381,-0.5828,0.3594
7.966,on,1.3304,-0.8027,1.3381,-0.5828,0.2200
8.018,on,1.3516,-0.8143,1.3381,-0.5828,0.2319
8.068,on,1.3644,-0.8175,1.3381,-0.5828,0.2362
8.120,on,1.3866,-0.8277,1.3381,-0.5828,0.2496
8.170,on,1.3998,-0.8302,1.3381,-0.5828,0.2550
8.222,on,1.4227,-0.8391,1.3381,-0.5828,0.2699
8.274,on,1.4361,-0.8411,1.3381,-0.5828,0.2763
8.324,on,1.4597,-0.8490,1.3381,-0.5828,0.2926
8.376,on,1.4869,-0.8522,1.3381,-0.5828,0.3077
8.428,on,1.4973,-0.8576,1.3381,-0.5828,0.3176
8.478,on,1.5249,-0.8601,1.3381,-0.5828,0.3343
8.530,on,1.5355,-0.8650,1.3381,-0.5828,0.3444
8.582,on,1.5632,-0.8671,1.3381,-0.5828,0.3626
8.632,on,1.5742,-0.8716,1.3381,-0.5828,0.3730
8.684,on,1.6019,-0.8732,1.3381,-0.5828,0.3924
8.734,on,1.6131,-0.8773,1.3381,-0.5828,0.4029
8.786,on,1.6409,-0.8786,1.3381,-0.5828,0.4233
8.838,on,1.6523,-0.8823,1.3381,-0.5828,0.4341
8.888,on,1.6802,-0.8833,1.3381,-0.5828,0.4553
8.940,on,1.6917,-0.8867,1.7344,-0.6106,0.2794
8.992,on,1.7342,-0.7859,1.7344,-0.6106,0.1753
9.042,on,1.7595,-0.7891,1.7344,-0.6106,0.1803
9.094,on,1.7730,-0.7900,1.7344,-0.6106,0.1835
9.146,on,1.7985,-0.7929,1.7344,-0.6106,0.1932
9.196,on,1.8121,-0.7936,1.7344,-0.6106,0.1988
9.248,on,1.8378,-0.7960,1.7344,-0.6106,0.2123
9.298,on,1.8514,-0.7965,1.7344,-0.6106,0.2197
9.350,on,1.8772,-0.7986,1.7344,-0.6106,0.2361
9.402,on,1.8908,-0.7989,1.7344,-0.6106,0.2448
9.452,on,1.9168,-0.8007,1.7344,-0.6106,0.2634
9.504,on,1.9304,-0.8008,1.7344,-0.6106,0.2731
9.556,on,1.9564,-0.8022,1.7344,-0.6106,0.2933
9.606,on,1.9701,-0.8021,1.7344,-0.6106,0.3037
9.658,on,1.9962,-0.8032,1.7344,-0.6106,0.3250
9.710,on,2.0223,-0.8041,1.7344,-0.6106,0.3469
9.760,on,2.0360,-0.8038,1.7344,-0.6106,0.3582
9.812,on,2.0622,-0.8044,1.7344,-0.6106,0.3808
9.862,on,2.0759,-0.8039,1.7344,-0.6106,0.3924
9.914,on,2.1021,-0.8042,2.1309,-0.5991,0.2070
9.966,on,2.1260,-0.7302,2.1309,-0.5991,0.1311
10.016,on,2.1522,-0.7298,2.1309,-0.5991,0.1324
10.068,on,2.1658,-0.7294,2.1309,-0.5991,0.1348
10.120,on,2.1920,-0.7288,2.1309,-0.5991,0.1434
10.170,on,2.2056,-0.7282,2.1309,-0.5991,0.1491
10.222,on,2.2319,-0.7274,2.1309,-0.5991,0.1632
10.274,on,2.2455,-0.7266,2.1309,-0.5991,0.1714
10.324,on,2.2717,-0.7255,2.1309,-0.5991,0.1892
10.376,on,2.2989,-0.7236,2.1309,-0.5991,0.2090
10.428,on,2.3116,-0.7233,2.1309,-0.5991,0.2192
10.478,on,2.3387,-0.7209,2.1309,-0.5991,0.2409
10.530,on,2.3514,-0.7206,2.1309,-0.5991,0.2517
10.580,on,2.3786,-0.7179,2.1309,-0.5991,0.2746
10.632,on,2.3913,-0.7174,2.1309,-0.5991,0.2860
10.684,on,2.4184,-0.7144,2.1309,-0.5991,0.3097
10.734,on,2.4311,-0.7138,2.1309,-0.5991,0.3213
10.786,on,2.4581,-0.7105,2.1309,-0.5991,0.3456
10.838,on,2.4708,-0.7098,2.1309,-0.5991,0.3575
10.888,on,2.4979,-0.7061,2.1309,-0.5991,0.3822
10.940,on,2.5106,-0.7054,2.5214,-0.5462,0.1595
10.992,on,2.5411,-0.6456,2.5214,-0.5462,0.1013
11.042,on,2.5673,-0.6423,2.5214,-0.5462,0.1065
11.094,on,2.5808,-0.6404,2.5214,-0.5462,0.1114
11.144,on,2.6070,-0.6370,2.5214,-0.5462,0.1248
11.196,on,2.6204,-0.6349,2.5214,-0.5462,0.1330
11.248,on,2.6466,-0.6313,2.5214,-0.5462,0.1514
11.298,on,2.6600,-0.6291,2.5214,-0.5462,0.1615
11.350,on,2.6861,-0.6252,2.5214,-0.5462,0.1827
11.402,on,2.6995,-0.6228,2.5214,-0.5462,0.1939
11.452,on,2.7256,-0.6187,2.5214,-0.5462,0.2167
11.504,on,2.7390,-0.6161,2.5214,-0.5462,0.2285
11.556,on,2.7650,-0.6118,2.5214,-0.5462,0.2523
11.606,on,2.7783,-0.6090,2.5214,-0.5462,0.2645
11.658,on,2.8043,-0.6044,2.5214,-0.5462,0.2888
11.708,on,2.8303,-0.5996,2.5214,-0.5462,0.3135
11.760,on,2.8435,-0.5966,2.5214,-0.5462,0.3261
11.812,on,2.8694,-0.5915,2.5214,-0.5462,0.3510
11.862,on,2.8827,-0.5883,2.5214,-0.5462,0.3637
11.914,on,2.9085,-0.5830,2.9108,-0.4641,0.1189
11.966,on,2.9223,-0.5381,2.9108,-0.4641,0.0749
12.020,denied,2.9482,-0.5325,2.9108,-0.4641,0.0779
12.070,denied,2.9614,-0.5293,2.9108,-0.4641,0.0826
12.120,denied,2.9872,-0.5235,2.9108,-0.4641,0.0968
12.170,denied,3.0004,-0.5202,2.9108,-0.4641,0.1057
12.222,denied,3.0261,-0.5141,2.9108,-0.4641,0.1257
12.272,denied,3.0393,-0.5106,2.9108,-0.4641,0.1366
12.324,denied,3.0649,-0.5042,2.9108,-0.4641,0.1593
12.376,denied,3.0911,-0.4968,2.9108,-0.4641,0.1833
12.426,denied,3.1036,-0.4939,2.9108,-0.4641,0.1951
12.478,denied,3.1297,-0.4861,2.9108,-0.4641,0.2200
12.530,denied,3.1421,-0.4832,2.9108,-0.4641,0.2322
12.580,denied,3.1681,-0.4750,2.9108,-0.4641,0.2576
12.632,denied,3.1805,-0.4720,2.9108,-0.4641,0.2699
12.684,denied,3.2064,-0.4635,2.9108,-0.4641,0.2956
12.734,denied,3.2188,-0.4604,2.9108,-0.4641,0.3081
12.786,denied,3.2446,-0.4516,2.9108,-0.4641,0.3340
12.838,denied,3.2570,-0.4484,2.9108,-0.4641,0.3466
12.888,denied,3.2826,-0.4392,2.9108,-0.4641,0.3727
12.940,denied,3.2950,-0.4359,3.2833,-0.3426,0.0940
12.990,denied,3.3205,-0.4265,3.2833,-0.3426,0.0917
13.042,denied,3.3456,-0.4182,3.2833,-0.3426,0.0979
13.094,denied,3.3583,-0.4132,3.2833,-0.3426,0.1030
13.144,denied,3.3832,-0.4047,3.2833,-0.3426,0.1176
13.196,denied,3.3959,-0.3996,3.2833,-0.3426,0.1261
13.248,denied,3.4207,-0.3907,3.2833,-0.3426,0.1456
13.298,denied,3.4333,-0.3855,3.2833,-0.3426,0.1560
13.350,denied,3.4580,-0.3764,3.2833,-0.3426,0.1779
13.402,denied,3.4705,-0.3710,3.2833,-0.3426,0.1894
13.452,denied,3.4952,-0.3616,3.2833,-0.3426,0.2127
13.504,denied,3.5076,-0.3561,3.2833,-0.3426,0.2247
13.554,denied,3.5322,-0.3464,3.2833,-0.3426,0.2489
13.606,denied,3.5446,-0.3408,3.2833,-0.3426,0.2613
13.658,denied,3.5690,-0.3308,3.2833,-0.3426,0.2859
13.708,denied,3.5934,-0.3208,3.2833,-0.3426,0.3109
13.760,denied,3.6057,-0.3149,3.2833,-0.3426,0.3236
13.812,denied,3.6300,-0.3046,3.2833,-0.3426,0.3487
13.862,denied,3.6422,-0.2986,3.2833,-0.3426,0.3616
13.914,denied,3.6664,-0.2880,3.6334,-0.1665,0.1259
13.966,denied,3.6786,-0.2818,3.6334,-0.1665,0.1239
14.016,denied,3.7026,-0.2710,3.6334,-0.1665,0.1254
14.068,denied,3.7147,-0.2648,3.6334,-0.1665,0.1276
14.118,denied,3.7387,-0.2537,3.6334,-0.1665,0.1367
14.170,denied,3.7507,-0.2473,3.6334,-0.1665,0.1424
14.222,denied,3.7745,-0.2360,3.6334,-0.1665,0.1573
14.272,denied,3.7865,-0.2294,3.6334,-0.1665,0.1655
14.324,denied,3.8102,-0.2178,3.6334,-0.1665,0.1841
14.376,denied,3.8339,-0.2045,3.6334,-0.1665,0.2041
14.426,denied,3.8457,-0.1994,3.6334,-0.1665,0.2148
14.478,denied,3.8693,-0.1857,3.6334,-0.1665,0.2367
14.530,denied,3.8809,-0.1805,3.6334,-0.1665,0.2479
14.580,denied,3.9044,-0.1665,3.6334,-0.1665,0.2710
14.632,denied,3.9160,-0.1612,3.6334,-0.1665,0.2826
14.682,denied,3.9393,-0.1470,3.6334,-0.1665,0.3065
14.734,denied,3.9508,-0.1415,3.6334,-0.1665,0.3184
14.786,denied,3.9739,-0.1270,3.6334,-0.1665,0.3428
14.836,denied,3.9854,-0.1215,3.6334,-0.1665,0.3549
14.888,denied,4.0084,-0.1068,3.6334,-0.1665,0.3798
14.940,denied,4.0198,-0.1011,3.9602,0.0471,0.1597
14.990,denied,4.0427,-0.0861,3.9602,0.0471,0.1567
15.042,denied,4.0654,-0.0727,3.9602,0.0471,0.1595
15.094,denied,4.0767,-0.0651,3.9602,0.0471,0.1618
15.144,denied,4.0993,-0.0515,3.9602,0.0471,0.1705
15.196,denied,4.1105,-0.0438,3.9602,0.0471,0.1757
15.246,denied,4.1330,-0.0299,3.9602,0.0471,0.1892
15.298,denied,4.1442,-0.0221,3.9602,0.0471,0.1966
15.350,denied,4.1665,-0.0081,3.9602,0.0471,0.2135
15.400,denied,4.1776,-0.0001,3.9602,0.0471,0.2224
15.452,denied,4.1997,0.0141,3.9602,0.0471,0.2418
15.504,denied,4.2108,0.0222,3.9602,0.0471,0.2518
15.554,denied,4.2328,0.0367,3.9602,0.0471,0.2728
15.606,denied,4.2438,0.0448,3.9602,0.0471,0.2836
15.658,denied,4.2656,0.0595,3.9602,0.0471,0.3057
15.708,denied,4.2874,0.0743,3.9602,0.0471,0.3284
15.760,denied,4.2983,0.0827,3.9602,0.0471,0.3399
15.812,denied,4.3199,0.0977,3.9602,0.0471,0.3633
15.862,denied,4.3307,0.1061,3.9602,0.0471,0.3751
15.914,denied,4.3522,0.1214,4.2748,0.2941,0.1892
15.964,denied,4.3628,0.1299,4.2748,0.2941,0.1863
16.016,denied,4.3842,0.1453,4.2748,0.2941,0.1846
16.068,denied,4.3948,0.1539,4.2748,0.2941,0.1845
16.118,denied,4.4160,0.1696,4.2748,0.2941,0.1882
16.170,denied,4.4265,0.1783,4.2748,0.2941,0.1908
16.222,denied,4.4476,0.1942,4.2748,0.2941,0.1996
16.272,denied,4.4580,0.2030,4.2748,0.2941,0.2046
16.324,denied,4.4789,0.2191,4.2748,0.2941,0.2175
16.376,denied,4.4996,0.2369,4.2748,0.2941,0.2319
16.426,denied,4.5100,0.2442,4.2748,0.2941,0.2404
16.478,denied,4.5305,0.2623,4.2748,0.2941,0.2577
16.528,denied,4.5409,0.2697,4.2748,0.2941,0.2672
16.580,denied,4.5611,0.2879,4.2748,0.2941,0.2864
16.632,denied,4.5714,0.2955,4.2748,0.2941,0.2966
16.682,denied,4.5915,0.3139,4.2748,0.2941,0.3174
16.734,denied,4.6018,0.3216,4.2748,0.2941,0.3281
16.786,denied,4.6217,0.3402,4.2748,0.2941,0.3499
16.836,denied,4.6318,0.3480,4.2748,0.2941,0.3611
16.888,denied,4.6515,0.3669,4.2748,0.2941,0.3837
16.940,denied,4.6616,0.3747,4.5693,0.5620,0.2088
16.990,denied,4.6811,0.3938,4.5693,0.5620,0.2020
17.042,denied,4.7008,0.4114,4.5693,0.5620,0.1999
17.092,denied,4.7104,0.4210,4.5693,0.5620,0.1995
17.144,denied,4.7299,0.4388,4.5693,0.5620,0.2024
17.196,denied,4.7394,0.4485,4.5693,0.5620,0.2045
17.246,denied,4.7587,0.4665,4.5693,0.5620,0.2121
17.298,denied,4.7681,0.4764,4.5693,0.5620,0.2165
17.350,denied,4.7873,0.4945,4.5693,0.5620,0.2281
17.400,denied,4.7966,0.5045,4.5693,0.5620,0.2344
17.452,denied,4.8155,0.5229,4.5693,0.5620,0.2493
17.504,denied,4.8247,0.5329,4.5693,0.5620,0.2571
17.554,denied,4.8434,0.5515,4.5693,0.5620,0.2743
17.606,denied,4.8526,0.5616,4.5693,0.5620,0.2833
17.656,denied,4.8711,0.5804,4.5693,0.5620,0.3023
17.708,denied,4.8895,0.5993,4.5693,0.5620,0.3224
17.760,denied,4.8985,0.6096,4.5693,0.5620,0.3326
17.810,denied,4.9167,0.6287,4.5693,0.5620,0.3537
17.862,denied,4.9255,0.6391,4.5693,0.5620,0.3644
17.914,denied,4.9435,0.6583,4.8384,0.8477,0.2166
17.964,denied,4.9522,0.6688,4.8384,0.8477,0.2120
18.016,denied,4.9700,0.6883,4.8384,0.8477,0.2068
18.068,denied,4.9786,0.6989,4.8384,0.8477,0.2045
18.118,denied,4.9963,0.7185,4.8384,0.8477,0.2040
18.170,denied,5.0047,0.7292,4.8384,0.8477,0.2042
18.222,denied,5.0221,0.7490,4.8384,0.8477,0.2086
18.272,denied,5.0305,0.7598,4.8384,0.8477,0.2113
18.324,denied,5.0477,0.7798,4.8384,0.8477,0.2200
18.374,denied,5.0560,0.7906,4.8384,0.8477,0.2249
18.426,denied,5.0729,0.8108,4.8384,0.8477,0.2374
18.478,denied,5.0892,0.8328,4.8384,0.8477,0.2512
18.528,denied,5.0978,0.8421,4.8384,0.8477,0.2595
18.580,denied,5.1138,0.8642,4.8384,0.8477,0.2759
18.632,denied,5.1224,0.8737,4.8384,0.8477,0.2851
18.682,denied,5.1382,0.8960,4.8384,0.8477,0.3036
18.734,denied,5.1466,0.9056,4.8384,0.8477,0.3136
18.786,denied,5.1622,0.9280,4.8384,0.8477,0.3335
18.836,denied,5.1705,0.9376,4.8384,0.8477,0.3440
18.888,denied,5.1858,0.9602,4.8384,0.8477,0.3652
18.938,denied,5.1941,0.9700,5.0754,1.1622,0.2259
18.990,denied,5.2091,0.9927,5.0754,1.1622,0.2159
19.042,denied,5.2247,1.0140,5.0754,1.1622,0.2104
19.092,denied,5.2321,1.0255,5.0754,1.1622,0.2080
19.144,denied,5.2475,1.0469,5.0754,1.1622,0.2071
19.196,denied,5.2547,1.0585,5.0754,1.1622,0.2072
19.246,denied,5.2699,1.0800,5.0754,1.1622,0.2111
19.298,denied,5.2770,1.0917,5.0754,1.1622,0.2136
19.350,denied,5.2919,1.1134,5.0754,1.1622,0.2219
19.400,denied,5.2990,1.1251,5.0754,1.1622,0.2266
19.452,denied,5.3136,1.1470,5.0754,1.1622,0.2387
19.502,denied,5.3205,1.1588,5.0754,1.1622,0.2451
19.554,denied,5.3350,1.1808,5.0754,1.1622,0.2602
19.606,denied,5.3418,1.1927,5.0754,1.1622,0.2681
19.656,denied,5.3561,1.2149,5.0754,1.1622,0.2855
19.708,denied,5.3702,1.2371,5.0754,1.1622,0.3041
19.760,denied,5.3768,1.2491,5.0754,1.1622,0.3136
19.810,denied,5.3906,1.2715,5.0754,1.1622,0.3336
19.862,denied,5.3971,1.2835,5.0754,1.1622,0.3438
19.914,denied,5.4107,1.3061,5.2700,1.5066,0.2449
19.964,denied,5.4171,1.3182,5.2700,1.5066,0.2390
20.016,denied,5.4305,1.3409,5.2700,1.5066,0.2306
20.066,denied,5.4367,1.3531,5.2700,1.5066,0.2266
20.118,denied,5.4498,1.3759,5.2700,1.5066,0.2223
20.170,denied,5.4559,1.3881,5.2700,1.5066,0.2204
20.220,denied,5.4688,1.4111,5.2700,1.5066,0.2205
20.272,denied,5.4747,1.4234,5.2700,1.5066,0.2209
20.324,denied,5.4873,1.4466,5.2700,1.5066,0.2255
20.374,denied,5.4931,1.4590,5.2700,1.5066,0.2281
20.426,denied,5.5055,1.4823,5.2700,1.5066,0.2367
20.478,denied,5.5167,1.5071,5.2700,1.5066,0.2467
20.528,denied,5.5232,1.5181,5.2700,1.5066,0.2535
20.580,denied,5.5341,1.5431,5.2700,1.5066,0.2667
20.630,denied,5.5405,1.5542,5.2700,1.5066,0.2747
20.682,denied,5.5512,1.5793,5.2700,1.5066,0.2904
20.734,denied,5.5575,1.5904,5.2700,1.5066,0.2994
20.784,denied,5.5679,1.6157,5.2700,1.5066,0.3172
20.836,denied,5.5740,1.6268,5.2700,1.5066,0.3270
20.888,denied,5.5842,1.6522,5.2700,1.5066,0.3463
20.938,denied,5.5903,1.6634,5.4116,1.8798,0.2806
20.990,denied,5.6002,1.6888,5.4116,1.8798,0.2685
21.042,denied,5.6110,1.7129,5.4116,1.8798,0.2601
21.094,denied,5.6159,1.7256,5.4116,1.8798,0.2560
21.146,denied,5.6264,1.7498,5.4116,1.8798,0.2511
21.198,denied,5.6312,1.7626,5.4116,1.8798,0.2489
21.250,denied,5.6415,1.7868,5.4116,1.8798,0.2480
21.300,denied,5.6461,1.7997,5.4116,1.8798,0.2479
21.352,denied,5.6562,1.8240,5.4116,1.8798,0.2509
21.404,denied,5.6608,1.8369,5.4116,1.8798,0.2528
21.456,denied,5.6706,1.8614,5.4116,1.8798,0.2597
21.508,denied,5.6803,1.8859,5.4116,1.8798,0.2688
21.560,denied,5.6846,1.8988,5.4116,1.8798,0.2737
21.612,denied,5.6941,1.9234,5.4116,1.8798,0.2859
21.664,denied,5.6983,1.9364,5.4116,1.8798,0.2923
21.716,denied,5.7076,1.9611,5.4116,1.8798,0.3069
21.768,denied,5.7117,1.9741,5.4116,1.8798,0.3145
21.820,denied,5.7207,1.9989,5.4116,1.8798,0.3312
21.872,denied,5.7246,2.0120,5.4116,1.8798,0.3398
21.922,denied,5.7334,2.0368,5.5256,2.2725,0.3142
21.974,denied,5.7373,2.0499,5.5256,2.2725,0.3071
22.026,denied,5.7458,2.0749,5.5256,2.2725,0.2959
22.078,denied,5.7532,2.1011,5.5256,2.2725,0.2849
22.130,denied,5.7579,2.1130,5.5256,2.2725,0.2817
22.182,denied,5.7650,2.1393,5.5256,2.2725,0.2739
22.234,denied,5.7695,2.1513,5.5256,2.2725,0.2724
22.286,denied,5.7765,2.1777,5.5256,2.2725,0.2682
22.338,denied,5.7809,2.1897,5.5256,2.2725,0.2683
22.390,denied,5.7876,2.2161,5.5256,2.2725,0.2679
22.442,denied,5.7951,2.2414,5.5256,2.2725,0.2712
22.492,denied,5.7983,2.2546,5.5256,2.2725,0.2732
22.544,denied,5.8056,2.2800,5.5256,2.2725,0.2800
22.596,denied,5.8086,2.2933,5.5256,2.2725,0.2838
22.648,denied,5.8157,2.3187,5.5256,2.2725,0.2937
22.700,denied,5.8186,2.3320,5.5256,2.2725,0.2989
22.752,denied,5.8254,2.3575,5.5256,2.2725,0.3116
22.804,denied,5.8282,2.3708,5.5256,2.2725,0.3181
22.856,denied,5.8347,2.3964,5.5256,2.2725,0.3330
22.908,denied,5.8411,2.4220,5.6100,2.6684,0.3378
22.960,denied,5.8437,2.4354,5.6100,2.6684,0.3300
23.012,denied,5.8498,2.4610,5.6100,2.6684,0.3170
23.064,denied,5.8522,2.4745,5.6100,2.6684,0.3103
23.114,denied,5.8581,2.5002,5.6100,2.6684,0.2998
23.166,denied,5.8604,2.5136,5.6100,2.6684,0.2944
23.218,denied,5.8660,2.5394,5.6100,2.6684,0.2866
23.270,denied,5.8681,2.5529,5.6100,2.6684,0.2828
23.322,denied,5.8734,2.5787,5.6100,2.6684,0.2783
23.374,denied,5.8754,2.5922,5.6100,2.6684,0.2762
23.426,denied,5.8805,2.6181,5.6100,2.6684,0.2751
23.478,denied,5.8841,2.6451,5.6100,2.6684,0.2751
23.530,denied,5.8871,2.6575,5.6100,2.6684,0.2773
23.582,denied,5.8904,2.6846,5.6100,2.6684,0.2809
23.634,denied,5.8933,2.6971,5.6100,2.6684,0.2848
23.686,denied,5.8963,2.7242,5.6100,2.6684,0.2918
23.736,denied,5.8991,2.7366,5.6100,2.6684,0.2971
23.788,denied,5.9019,2.7638,5.6100,2.6684,0.3071
23.840,denied,5.9045,2.7763,5.6100,2.6684,0.3137
23.892,denied,5.9069,2.8035,5.6100,2.6684,0.3263
23.944,denied,5.9105,2.8296,5.6393,3.0700,0.3625
23.996,denied,5.9116,2.8432,5.6393,3.0700,0.3544
24.048,denied,5.9149,2.8693,5.6393,3.0700,0.3409
24.100,denied,5.9159,2.8830,5.6393,3.0700,0.3339
24.152,denied,5.9189,2.9091,5.6393,3.0700,0.3226
24.204,denied,5.9197,2.9228,5.6393,3.0700,0.3167
24.256,denied,5.9225,2.9490,5.6393,3.0700,0.3080
24.306,denied,5.9231,2.9626,5.6393,3.0700,0.3035
24.358,denied,5.9256,2.9889,5.6393,3.0700,0.2976
24.410,denied,5.9280,3.0151,5.6393,3.0700,0.2938
24.462,denied,5.9284,3.0288,5.6393,3.0700,0.2920
24.514,denied,5.9304,3.0551,5.6393,3.0700,0.2915
24.566,denied,5.9307,3.0687,5.6393,3.0700,0.2914
24.618,denied,5.9325,3.0950,5.6393,3.0700,0.2943
24.670,denied,5.9326,3.1087,5.6393,3.0700,0.2959
24.722,denied,5.9342,3.1350,5.6393,3.0700,0.3020
24.774,denied,5.9342,3.1486,5.6393,3.0700,0.3052
24.826,denied,5.9355,3.1750,5.6393,3.0700,0.3142
24.878,denied,5.9352,3.2023,5.6393,3.0700,0.3241
24.928,denied,5.9364,3.2150,5.6351,3.4743,0.3975
24.980,denied,5.9358,3.2423,5.6351,3.4743,0.3798
25.032,denied,5.9368,3.2550,5.6351,3.4743,0.3730
25.084,denied,5.9360,3.2823,5.6351,3.4743,0.3570
25.136,denied,5.9369,3.2950,5.6351,3.4743,0.3511
25.188,denied,5.9358,3.3223,5.6351,3.4743,0.3370
25.240,denied,5.9366,3.3350,5.6351,3.4743,0.3322
25.292,denied,5.9353,3.3622,5.6351,3.4743,0.3204
25.344,denied,5.9351,3.3886,5.6351,3.4743,0.3120
25.396,denied,5.9343,3.4022,5.6351,3.4743,0.3078
25.448,denied,5.9339,3.4286,5.6351,3.4743,0.3023
25.500,denied,5.9329,3.4422,5.6351,3.4743,0.2995
25.550,denied,5.9322,3.4686,5.6351,3.4743,0.2972
25.602,denied,5.9311,3.4822,5.6351,3.4743,0.2961
25.654,denied,5.9302,3.5085,5.6351,3.4743,0.2971
25.706,denied,5.9289,3.5221,5.6351,3.4743,0.2977
25.758,denied,5.9277,3.5484,5.6351,3.4743,0.3019
25.810,denied,5.9264,3.5748,5.6351,3.4743,0.3082
25.862,denied,5.9249,3.5883,5.6351,3.4743,0.3115
25.914,denied,5.9234,3.6147,5.6004,3.8765,0.4158
25.966,denied,5.9218,3.6282,5.6004,3.8765,0.4061
26.018,denied,5.9199,3.6545,5.6004,3.8765,0.3891
26.070,denied,5.9182,3.6681,5.6004,3.8765,0.3801
26.120,denied,5.9161,3.6944,5.6004,3.8765,0.3645
26.172,denied,5.9143,3.7079,5.6004,3.8765,0.3563
26.224,denied,5.9119,3.7341,5.6004,3.8765,0.3425
26.276,denied,5.9080,3.7611,5.6004,3.8765,0.3285
26.328,denied,5.9074,3.7739,5.6004,3.8765,0.3237
26.380,denied,5.9032,3.8008,5.6004,3.8765,0.3121
26.432,denied,5.9025,3.8136,5.6004,3.8765,0.3086
26.484,denied,5.8980,3.8405,5.6004,3.8765,0.2998
26.536,denied,5.8972,3.8533,5.6004,3.8765,0.2977
26.588,denied,5.8925,3.8801,5.6004,3.8765,0.2922
26.640,denied,5.8915,3.8929,5.6004,3.8765,0.2916
26.692,denied,5.8866,3.9197,5.6004,3.8765,0.2895
26.742,denied,5.8830,3.9458,5.6004,3.8765,0.2910
26.794,denied,5.8803,3.9592,5.6004,3.8765,0.2919
26.846,denied,5.8764,3.9853,5.6004,3.8765,0.2967
26.898,denied,5.8737,3.9986,5.6004,3.8765,0.2993
